Colorado Springs;51.2290411;49.46520548;-1.763835616
Columbia;65.95068493;65.74493151;-0.205753425
Columbus;60.52191781;61.04767123;0.525753425
Conakry;81.02199413;81.66666667;0.644672532
Copenhagen;49.4601108;49.30278552;-0.157325288
Corpus Christi;71.71780822;72.87013699;1.152328767
Cotonou;82.20698324;82.41197772;0.204994476
Dakar;74.99134078;76.44707521;1.455734427
Dallas Ft Worth;66.96767123;66.17671233;-0.790958904
Damascus;65.87569061;64.19442897;-1.681261638
Dar Es Salaam;79.5377095;80.14888889;0.611179392
Dayton;53.03890411;54.37013699;1.331232877
Delhi;78.00947075;77.85617978;-0.153290977
Denver;51.77561644;49.27369863;-2.501917808
Des Moines;50.84767123;49.53863014;-1.309041096
Detroit;51.2909589;50.25506849;-1.035890411
Dhahran;83.10361111;82.65877437;-0.444836738
Doha;84.91916667;84.4005571;-0.518609564
Dubai;85.75041783;85.35348189;-0.396935933
Dublin;49.91712707;49.83259053;-0.084536543
Duluth;40.81178082;40.26328767;-0.548493151
Dusanbe;61.65509642;61.36666667;-0.288429752
El Paso;68.4090411;67.34054795;-1.068493151
Elkins;51.42520548;52.74356164;1.318356164
Erie;51.35890411;51.01671233;-0.342191781
Eugene;52.93945205;52.76547945;-0.173972603
Evansville;57.12767123;57.03342466;-0.094246575
Fargo;41.92109589;39.92794521;-1.993150685
Flint;48.24;48.56958904;0.329589041
Fort Smith;62.17835616;62.04575342;-0.13260274
Fort Wayne;51.77753425;51.20931507;-0.568219178
Fresno;66.75342466;66.09369863;-0.659726027
Geneva;54.31828255;53.29052925;-1.027753301
Goodland;51.04219178;49.83444444;-1.207747336
Grand Rapids;49.62438356;48.57972603;-1.044657534
Great Falls;44.32246575;41.95643836;-2.366027397
Green Bay;46.11342466;45.17780822;-0.935616438
Greensboro;59.74493151;60.83863014;1.09369863
Guangzhou;74.32132964;75.06963788;0.748308243
Guatemala City;66.89359331;67.69805014;0.804456825
Guayaquil;77.98245125;78.69633803;0.713886775
Hanoi;76.32797784;77.23036212;0.902384278
Hartford Springfield;51.44767123;51.39726027;-0.050410959
Havana;75.8975;76.75097493;0.85347493
Helena;44.78136986;42.53561644;-2.245753425
Helsinki;44.01412742;43.87715877;-0.136968649
Hong Kong;76.17506925;77.31197772;1.136908464
Honolulu;78.22739726;78.9369863;0.709589041
Houston;70.21506849;70.24410959;0.029041096
Huntsville;62.95013699;63.41369863;0.463561644
Indianapolis;54.09945205;53.73671233;-0.362739726
Istanbul;62.7480663;62.26183844;-0.486227858
Jackson;64.91150685;65.65479452;0.743287671
Jacksonville;69.02849315;70.21808219;1.189589041
Jakarta;83.57019499;84.0178273;0.447632312
Juneau;43.13150685;44.47917808;1.347671233
Kampala;72.17583333;73.04131054;0.865477208
Kansas City;54.62438356;53.95917808;-0.665205479
Karachi;80.92299169;80.44958217;-0.473409517
Katmandu;64.85207756;64.96055556;0.108477993
Kiev;48.92216066;50.44930748;1.527146814
Knoxville;59.75041096;61.08739726;1.336986301
Kuala Lumpur;82.01388889;82.9724234;0.958534509
Kuwait;82.64416667;81.59438202;-1.049784644
La Paz;45.42472222;46.11916667;0.694444444
Lagos;81.55864023;81.41994382;-0.138696406
Lake Charles;69.75342466;69.66657534;-0.086849315
Lansing;48.92438356;48.09890411;-0.825479452
Lexington;56.88465753;58.24547945;1.360821918
Libreville;80.22714681;80.53816156;0.311014745
Lincoln;51.46191781;51.06794521;-0.393972603
Lisbon;61.34598338;61.94011142;0.594128041
Little Rock;61.80931507;61.85753425;0.048219178
Lome;81.88515406;82.27724719;0.392093129
London;53.91495845;53.51309192;-0.401866527
Los Angeles;64.46136986;63.32986301;-1.131506849
Louisville;59.14739726;59.86027397;0.712876712
Lubbock;61.64684932;60.9460274;-0.700821918
Macon;65.16712329;66.37753425;1.210410959
Madison;47.25013699;46.53013699;-0.72
Madrid;59.18950276;60.19888889;1.009386126
Managua;81.28555556;82.13593315;0.850377592
Manama;83.29861496;82.96350975;-0.335105209
Manila;83.07611111;83.48133705;0.405225936
Maputo;74.77146893;75.27103064;0.499561714
Medford;56.05150685;55.33972603;-0.711780822
Melbourne;66.16731302;66.55738162;0.390068596
Memphis;63.05753425;63.26931507;0.211780822
Mexico City;63.23888889;64.6454039;1.406515011
Miami Beach;77.23287671;78.44465753;1.211780822
Midland Odessa;65.9969863;65.66027397;-0.336712329
Milan;57.42603878;57.14846797;-0.277570815
Milwaukee;49.04082192;48.05315068;-0.987671233
Minneapolis St. Paul;46.83945205;45.31643836;-1.523013699
Minsk;44.42130584;44.48718861;0.06588277
Mobile;68.20054795;68.79287671;0.592328767
Monterrey;72.68722222;73.83927577;1.152053544
Montgomery;66.16109589;67.53589041;1.374794521
Montvideo;62.49111111;62.1902507;-0.300860415
Munich;51.46115942;50.59479016;-0.866369261
Nairobi;66.8605042;68.34341737;1.482913165
Nashville;61.39506849;62.22767123;0.83260274
Nassau;79.06972222;79.13816156;0.068439338
New Orleans;71.24438356;71.7739726;0.529589041
New York City;56.57479452;56.03068493;-0.544109589
Newark;55.78;55.89643836;0.116438356
Niamey;86.53286908;86.74456825;0.211699164
Norfolk;62.20328767;63.15835616;0.955068493
North Platte;48.6769863;47.98328767;-0.69369863
Oklahoma City;59.50821918;59.15369863;-0.354520548
Omaha;51.5060274;51.14575342;-0.360273973
Orlando;72.61369863;73.80136986;1.187671233
Osaka;64.23694444;64.56935933;0.332414887
Oslo;42.89972376;42.12952646;-0.770197295
Paducah;58.84493151;58.89561644;0.050684932
Panama City;79.89554318;80.60557103;0.710027855
Paramaribo;79.22209632;79.84428969;0.622193376
Paris;54.1657971;54.73537604;0.569578943
Peoria;52.49041096;51.87068493;-0.619726027
Perth;64.97617729;66.12944444;1.153267159
Philadelphia;56.33452055;57.08;0.745479452
Phoenix;76.67315068;75.12712329;-1.546027397
Pittsburgh;52.16931507;52.32575342;0.156438356
Pocatello;48.96575342;46.44109589;-2.524657534
Port au Prince;85.16511628;83.37623188;-1.788884395
Portland;51.89191781;50.83273973;-1.059178082
Prague;51.00747922;50.3913649;-0.616114322
Pueblo;54.38219178;52.49424658;-1.887945205
Pyongyang;52.11810585;53.29610028;1.177994429
Quebec;40.74229692;39.44874652;-1.293550401
Rabat;62.52292818;62.38440111;-0.138527063
Raleigh Durham;60.85534247;61.90876712;1.053424658
Rangoon;81.95027624;82.14972222;0.199445979
Rapid City;44.76273973;42.94630137;-1.816438356
Regina;36.67906336;35.67664835;-1.002415009
Reno;55.98739726;54.56849315;-1.41890411
Reykjavik;41.34611111;42.40501393;1.058902816
Rhode Island;52.61753425;51.73424658;-0.883287671
Richmond;59.44630137;60.53753425;1.091232877
Riga;46.66657459;47.35125348;0.684678896
Rio de Janeiro;76.85555556;77.47465181;0.619096255
Riyadh;80.99333333;80.66908078;-0.324252553
Roanoke;57.88986301;59.01753425;1.127671233
Rochester;50.31671233;48.78958904;-1.527123288
Rockford;48.87041096;48.79643836;-0.073972603
Rome;62.59224377;61.85933148;-0.732912291
Sacramento;60.74794521;61.1539726;0.406027397
Salem;55.00849315;52.99589041;-2.01260274
San Angelo;66.4169863;66.23753425;-0.179452055
San Antonio;69.28767123;69.43890411;0.151232877
San Diego;65.52438356;63.94054795;-1.583835616
San Francisco;58.02082192;58.61232877;0.591506849
San Jose;72.86888889;73.50501393;0.636125039
Santo Domingo;79.65521127;81.0440678;1.388856529
Sao Paulo;68.24072022;69.48885794;1.248137717
Sapporo;46.07562327;46.06852368;-0.007099592
Sault Ste Marie;42.97835616;41.09589041;-1.882465753
Savannah;67.58849315;68.92986301;1.341369863
Seattle;54.28876712;53.5769863;-0.711780822
Seoul;54.24444444;55.09498607;0.850541628
Shanghai;65.266759;64.65181058;-0.614948418
Shenyang;48.30194986;49.20194986;0.9
Shreveport;66.60575342;66.16027397;-0.445479452
Singapore;82.33545706;83.32144847;0.985991404
Sioux City;47.49205479;47.27774725;-0.214307542
Sioux Falls;46.23616438;45.68410959;-0.552054795
Skopje;56.01385042;56.8086351;0.794784682
Sofia;53.04238227;53.2362117;0.193829428
South Bend;49.48630137;49.46575342;-0.020547945
Spokane;49.75123288;47.79726027;-1.953972603
Springfield;55.87315068;55.00547945;-0.867671233
St Louis;57.38876712;57.0230137;-0.365753425
Stockholm;47.06786704;46.5729805;-0.494886535
Sydney;59.01883657;59.06935933;0.050522766
Syracuse;48.38356164;48.3569863;-0.026575342
Taipei;75.4575;75.61587744;0.158377437
Tallahassee;68.56821918;69.71534247;1.147123288
Tampa St. Petersburg;74.64328767;75.05452055;0.411232877
Tashkent;60.83434903;62.00167131;1.167322279
Tegucigalpa;69.82770083;70.68725762;0.859556787
Tirana;62.09611111;61.66805556;-0.428055556
Tokyo;63.58088643;62.84846797;-0.73241846
Toledo;51.49013699;51.85972603;0.369589041
Topeka;55.86383562;54.97534247;-0.888493151
Tucson;71.61616438;70.02082192;-1.595342466
Tulsa;61.23150685;60.79890411;-0.43260274
Tunis;67.28365651;67.40584958;0.122193072
Tupelo;63.19315068;63.91424658;0.72109589
Ulan-bator;31.03861111;31.04527778;0.006666667
Vienna;53.78895028;53.91222222;0.123271946
Vientiane;80.38033241;81.7125;1.33216759
Waco;67.2739726;66.58956044;-0.684412163
Warsaw;51.29750693;51.8454039;0.547896975
Washington;59.24356164;60.05890411;0.815342466
Washington DC;59.24356164;60.05890411;0.815342466
West Palm Beach;75.87205479;77.05753425;1.185479452
Wichita;57.69452055;56.95917808;-0.735342466
Wichita Falls;63.39671233;62.81150685;-0.585205479
Wilkes Barre;50.89315068;51.40164384;0.508493151
Windhoek;70.3265625;72.07977208;1.75320958
Youngstown;50.79835616;50.8739726;0.075616438
Zagreb;56.49275766;56.55710306;0.064345404
Zurich;52.09388889;51.08690808;-1.006980811
