hotel,is_canceled,arrival_date_year,arrival_date_month,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,country_full_name,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,customer_type,adr
Resort Hotel,0,2015,July,2,0,3,2,0,0,Bed & Breakfast,ESP,Spain,0,0,0,Transient,133
Resort Hotel,0,2015,July,2,0,3,2,0,0,Bed & Breakfast,IRL,Ireland,0,0,0,Contract,58.95
Resort Hotel,1,2015,July,2,0,3,2,0,0,Half Board,PRT,Portugal,0,0,0,Transient,136.33
Resort Hotel,0,2015,July,3,0,2,2,2,0,Bed & Breakfast,USA,United States,0,0,0,Transient,153
Resort Hotel,0,2015,July,3,0,2,2,0,0,Bed & Breakfast,ESP,Spain,0,0,0,Transient,110.5
Resort Hotel,0,2015,July,3,0,2,2,0,0,Bed & Breakfast,POL,Poland,0,0,0,Transient,97
Resort Hotel,1,2015,July,3,0,2,3,0,0,Bed & Breakfast,PRT,Portugal,0,0,0,Transient,110.3
Resort Hotel,1,2015,July,3,0,2,2,0,0,Bed & Breakfast,PRT,Portugal,0,0,0,Transient,82
Resort Hotel,1,2015,July,3,0,2,2,0,0,Bed & Breakfast,PRT,Portugal,0,0,0,Transient,97
Resort Hotel,1,2015,July,3,0,2,2,0,0,Bed & Breakfast,PRT,Portugal,0,0,0,Transient,73.8
Resort Hotel,0,2015,July,3,0,2,2,0,0,Half Board,PRT,Portugal,0,0,0,Transient,91.5
Resort Hotel,0,2015,July,3,0,2,2,0,0,Bed & Breakfast,ESP,Spain,0,0,0,Transient,114.5
Resort Hotel,1,2015,July,3,0,2,3,0,0,Bed & Breakfast,PRT,Portugal,0,0,0,Transient,110.3
Resort Hotel,0,2015,July,3,1,2,2,0,0,Bed & Breakfast,ESP,Spain,0,0,0,Transient,90.9
Resort Hotel,1,2015,July,3,1,2,2,0,0,Bed & Breakfast,PRT,Portugal,0,0,0,Transient,123
Resort Hotel,0,2015,July,3,2,2,1,0,0,Bed & Breakfast,PRT,Portugal,0,0,0,Transient,122
Resort Hotel,0,2015,July,3,2,2,2,0,0,Bed & Breakfast,DEU,Germany,0,0,0,Transient,110.7
Resort Hotel,0,2015,July,3,2,6,3,0,0,Bed & Breakfast,PRT,Portugal,0,0,0,Transient,85.86
Resort Hotel,0,2015,July,3,2,7,2,0,0,Bed & Breakfast,FRA,France,0,0,0,Contract,58.95
Resort Hotel,1,2015,July,3,3,7,2,0,0,Bed & Breakfast,PRT,Portugal,0,0,0,Contract,55.68
Resort Hotel,0,2015,July,3,3,7,2,0,0,Bed & Breakfast,GBR,United Kingdom,0,0,0,Contract,55.68
Resort Hotel,1,2015,July,3,3,7,2,0,0,Half Board,PRT,Portugal,0,0,0,Transient,124
Resort Hotel,0,2015,July,3,3,7,2,0,0,Half Board,GBR,United Kingdom,0,0,0,Contract,111.15
Resort Hotel,0,2015,July,3,4,10,2,0,0,Half Board,GBR,United Kingdom,0,0,0,Contract,134.73
Resort Hotel,0,2015,July,3,4,10,2,0,0,Bed & Breakfast,GBR,United Kingdom,0,0,0,Transient,92.45
Resort Hotel,1,2015,July,3,6,15,2,1,0,Bed & Breakfast,PRT,Portugal,0,0,0,Transient,108.73
Resort Hotel,0,2015,July,3,0,1,2,0,0,Bed & Breakfast,GBR,United Kingdom,0,0,0,Transient,73.8
Resort Hotel,0,2015,July,3,0,1,2,0,0,Bed & Breakfast,PRT,Portugal,0,0,0,Transient,98
Resort Hotel,0,2015,July,3,0,1,2,0,0,Bed & Breakfast,ESP,Spain,0,0,0,Transient,131
Resort Hotel,0,2015,July,3,0,1,2,0,0,Bed & Breakfast,PRT,Portugal,0,0,0,Transient,123
Resort Hotel,0,2015,July,3,0,1,2,0,0,Bed & Breakfast,USA,United States,0,0,0,Transient,94.71
Resort Hotel,0,2015,July,3,0,1,2,0,0,Bed & Breakfast,BEL,Belgium,0,0,0,Transient,123
Resort Hotel,1,2015,July,3,0,2,2,0,0,Bed & Breakfast,PRT,Portugal,0,0,0,Transient,123
Resort Hotel,1,2015,July,3,0,2,2,0,0,Bed & Breakfast,PRT,Portugal,0,0,0,Transient,73.8
Resort Hotel,1,2015,July,3,2,5,2,0,0,Bed & Breakfast,PRT,Portugal,0,0,0,Transient,117
Resort Hotel,0,2015,July,3,2,5,3,0,0,Half Board,ESP,Spain,0,0,0,Transient,196.54
Resort Hotel,0,2015,July,3,2,5,2,1,0,Bed & Breakfast,PRT,Portugal,0,0,0,Transient,99.3
Resort Hotel,0,2015,July,3,2,5,2,0,0,Bed & Breakfast,DEU,Germany,0,0,0,Transient,90.95
Resort Hotel,0,2015,July,4,2,1,2,0,0,Bed & Breakfast,ESP,Spain,0,0,0,Transient,92.67
Resort Hotel,0,2015,July,4,2,1,2,0,0,Bed & Breakfast,FRA,France,0,0,0,Transient,71.55
Resort Hotel,0,2015,July,4,2,4,1,2,0,Bed & Breakfast,FRA,France,0,0,0,Transient,96.49
Resort Hotel,0,2015,July,4,2,4,2,0,0,Bed & Breakfast,PRT,Portugal,0,0,0,Transient,85.8
Resort Hotel,0,2015,July,4,2,5,2,0,0,Bed & Breakfast,PRT,Portugal,0,0,0,Transient,96.3
Resort Hotel,1,2015,July,4,2,5,2,2,0,Bed & Breakfast,PRT,Portugal,0,0,0,Transient,163
Resort Hotel,1,2015,July,4,2,5,3,0,0,Half Board,PRT,Portugal,0,0,0,Transient,172
Resort Hotel,1,2015,July,4,2,5,2,0,0,Bed & Breakfast,PRT,Portugal,0,0,0,Transient,110.7
Resort Hotel,0,2015,July,4,2,5,2,0,0,Bed & Breakfast,PRT,Portugal,0,0,0,Transient,58.95
Resort Hotel,0,2015,July,4,2,5,2,0,1,Bed & Breakfast,PRT,Portugal,0,0,0,Transient,73.8
Resort Hotel,0,2015,July,4,2,5,2,0,0,Bed & Breakfast,CHE,Switzerland,0,0,0,Transient,97
Resort Hotel,0,2015,July,4,2,5,2,0,1,Half Board,PRT,Portugal,0,0,0,Transient,139
Resort Hotel,0,2015,July,4,2,5,2,0,0,Bed & Breakfast,GBR,United Kingdom,0,0,0,Transient,67.24
Resort Hotel,0,2015,July,4,2,6,3,0,0,Bed & Breakfast,PRT,Portugal,0,0,0,Transient,116.5
Resort Hotel,1,2015,July,4,2,6,2,0,0,Bed & Breakfast,PRT,Portugal,0,0,0,Transient,96.3
Resort Hotel,0,2015,July,4,2,6,2,0,0,Bed & Breakfast,PRT,Portugal,0,0,0,Transient,123
Resort Hotel,0,2015,July,4,4,6,2,0,0,Bed & Breakfast,GBR,United Kingdom,0,0,0,Contract,71.55
Resort Hotel,0,2015,July,4,4,6,2,0,0,Bed & Breakfast,PRT,Portugal,0,0,0,Contract,71.55
Resort Hotel,0,2015,July,4,4,6,2,1,0,Half Board,PRT,Portugal,0,0,0,Transient,149
Resort Hotel,0,2015,July,4,0,1,2,2,0,Bed & Breakfast,PRT,Portugal,0,0,0,Transient,163
Resort Hotel,0,2015,July,4,0,1,2,0,0,Bed & Breakfast,PRT,Portugal,0,0,0,Contract,79.5
Resort Hotel,1,2015,July,4,0,1,1,0,0,Half Board,PRT,Portugal,0,0,0,Transient,105
Resort Hotel,1,2015,July,4,0,1,1,0,0,Bed & Breakfast,PRT,Portugal,0,0,0,Transient,123
Resort Hotel,1,2015,July,4,0,1,2,0,0,Bed & Breakfast,PRT,Portugal,0,0,0,Transient,73.8
Resort Hotel,1,2015,July,4,0,1,2,0,0,Bed & Breakfast,PRT,Portugal,0,0,0,Transient,113
Resort Hotel,0,2015,July,4,0,1,4,0,0,Full Board,PRT,Portugal,0,0,0,Transient,0
Resort Hotel,0,2015,July,4,0,1,2,0,0,Bed & Breakfast,ESP,Spain,0,0,0,Transient,123
Resort Hotel,0,2015,July,4,1,1,2,0,0,Bed & Breakfast,FRA,France,0,0,0,Transient-Party,73.8
Resort Hotel,0,2015,July,4,1,1,2,0,0,Bed & Breakfast,PRT,Portugal,0,0,0,Transient,114.5
Resort Hotel,0,2015,July,4,1,1,2,0,0,Bed & Breakfast,FRA,France,0,0,0,Transient-Party,73.8
Resort Hotel,0,2015,July,4,1,1,2,0,0,Bed & Breakfast,FRA,France,0,0,0,Transient-Party,73.8
Resort Hotel,0,2015,July,5,1,0,2,0,0,Bed & Breakfast,ESP,Spain,0,0,0,Transient,88.2
Resort Hotel,1,2015,July,5,1,0,2,0,0,Bed & Breakfast,PRT,Portugal,0,0,0,Transient,97
Resort Hotel,0,2015,July,5,1,0,2,0,0,Bed & Breakfast,ESP,Spain,0,0,0,Transient,85.1
Resort Hotel,0,2015,July,5,1,0,1,0,0,Bed & Breakfast,DEU,Germany,0,0,0,Transient,89
Resort Hotel,0,2015,July,5,1,0,1,0,0,Bed & Breakfast,PRT,Portugal,0,0,0,Transient,80.1
Resort Hotel,0,2015,July,5,1,0,2,0,0,Bed & Breakfast,PRT,Portugal,0,0,0,Transient,98
Resort Hotel,0,2015,July,5,1,0,1,0,0,Bed & Breakfast,DEU,Germany,0,0,0,Transient,101
Resort Hotel,1,2015,July,5,1,0,2,0,0,Bed & Breakfast,PRT,Portugal,0,0,0,Transient,97
Resort Hotel,0,2015,July,5,1,0,2,0,0,Bed & Breakfast,PRT,Portugal,0,0,0,Transient,167
Resort Hotel,0,2015,July,5,2,0,3,0,0,Half Board,PRT,Portugal,0,0,0,Transient,225
Resort Hotel,0,2015,July,5,2,0,2,0,0,Bed & Breakfast,FRA,France,0,0,0,Transient,97
Resort Hotel,0,2015,July,5,2,2,2,0,0,Bed & Breakfast,ESP,Spain,0,0,0,Transient,87.3
Resort Hotel,0,2015,July,5,2,3,2,1,0,Bed & Breakfast,CN,People's Republic of China,0,0,0,Transient,85.59
Resort Hotel,0,2015,July,5,2,3,2,0,0,Bed & Breakfast,ESP,Spain,0,0,0,Transient,123
Resort Hotel,0,2015,July,5,2,3,2,0,0,Bed & Breakfast,PRT,Portugal,0,0,0,Transient,107
Resort Hotel,0,2015,July,5,2,4,2,0,0,Bed & Breakfast,ESP,Spain,0,0,0,Transient,163
Resort Hotel,0,2015,July,5,2,4,2,0,0,Bed & Breakfast,PRT,Portugal,0,0,0,Transient,82
Resort Hotel,1,2015,July,5,2,4,2,2,0,Bed & Breakfast,PRT,Portugal,0,0,0,Transient,163
Resort Hotel,1,2015,July,5,2,5,2,0,0,Half Board,PRT,Portugal,0,0,0,Transient,105.5
Resort Hotel,0,2015,July,5,2,5,2,2,0,Half Board,PRT,Portugal,0,0,0,Transient,164.2
Resort Hotel,0,2015,July,5,2,5,2,0,0,Bed & Breakfast,IRL,Ireland,0,0,0,Transient,97.29
Resort Hotel,1,2015,July,5,2,5,2,0,0,Half Board,PRT,Portugal,0,0,0,Transient,114
Resort Hotel,0,2015,July,5,2,5,2,0,0,Bed & Breakfast,ESP,Spain,0,0,0,Transient,98.4
Resort Hotel,0,2015,July,5,4,5,2,2,0,Bed & Breakfast,CHE,Switzerland,0,0,0,Transient,175
Resort Hotel,0,2015,July,5,4,6,2,0,0,Bed & Breakfast,PRT,Portugal,0,0,0,Transient,63.6
Resort Hotel,0,2015,July,5,4,6,3,0,0,Bed & Breakfast,PRT,Portugal,0,0,0,Transient,124.45
Resort Hotel,0,2015,July,5,4,7,2,0,0,Bed & Breakfast,GBR,United Kingdom,0,0,0,Contract,110.7
Resort Hotel,0,2015,July,5,4,10,1,0,0,Half Board,GBR,United Kingdom,0,0,0,Contract,74.07
Resort Hotel,0,2015,July,5,4,10,2,0,0,Half Board,GBR,United Kingdom,0,0,0,Contract,134.1
Resort Hotel,0,2015,July,6,1,4,2,2,0,Bed & Breakfast,PRT,Portugal,0,0,0,Transient,167
Resort Hotel,0,2015,July,6,1,3,2,0,0,Bed & Breakfast,PRT,Portugal,0,0,0,Transient,123
Resort Hotel,0,2015,July,6,1,3,2,0,0,Bed & Breakfast,USA,United States,0,0,0,Transient,117.81
Resort Hotel,0,2015,July,6,1,3,3,0,0,Bed & Breakfast,CN,People's Republic of China,0,0,0,Transient,171.32
Resort Hotel,0,2015,July,6,1,3,2,2,0,Half Board,CHE,Switzerland,0,0,0,Transient,210
Resort Hotel,0,2015,July,6,1,3,2,0,1,Bed & Breakfast,PRT,Portugal,0,0,0,Transient,97
Resort Hotel,0,2015,July,6,1,3,3,0,0,Bed & Breakfast,USA,United States,0,0,0,Transient,117.81
Resort Hotel,0,2015,July,6,0,0,2,0,0,Bed & Breakfast,PRT,Portugal,0,0,0,Transient,0
Resort Hotel,0,2015,July,6,0,0,1,0,0,Bed & Breakfast,PRT,Portugal,0,0,0,Transient,0
Resort Hotel,0,2015,July,6,1,0,2,1,0,Bed & Breakfast,PRT,Portugal,0,0,0,Transient,131
Resort Hotel,0,2015,July,6,1,1,2,0,0,Bed & Breakfast,PRT,Portugal,0,0,0,Transient,98
Resort Hotel,0,2015,July,6,1,1,2,0,0,Bed & Breakfast,USA,United States,0,0,0,Transient,87.3
Resort Hotel,0,2015,July,6,1,2,2,0,0,Bed & Breakfast,GRC,Greece,0,0,0,Transient,97
Resort Hotel,1,2015,July,6,1,3,2,0,0,Half Board,PRT,Portugal,0,0,0,Transient,167
Resort Hotel,0,2015,July,6,1,3,2,0,0,Half Board,PRT,Portugal,0,0,0,Transient,91.5
Resort Hotel,0,2015,July,6,1,3,2,0,0,Bed & Breakfast,PRT,Portugal,0,0,0,Transient,73.8
Resort Hotel,0,2015,July,6,1,4,2,0,0,Bed & Breakfast,PRT,Portugal,0,0,0,Transient,123
Resort Hotel,0,2015,July,6,1,4,2,0,0,Half Board,PRT,Portugal,0,0,0,Transient,175
Resort Hotel,0,2015,July,6,1,5,2,0,0,Half Board,ESP,Spain,0,0,0,Transient,117.8
Resort Hotel,0,2015,July,6,1,5,2,0,0,Bed & Breakfast,PRT,Portugal,0,0,0,Transient,117.63
Resort Hotel,0,2015,July,6,2,5,2,2,0,Half Board,PRT,Portugal,0,0,0,Transient,185
Resort Hotel,1,2015,July,6,2,5,1,0,0,Half Board,PRT,Portugal,0,0,0,Transient,71
Resort Hotel,0,2015,July,6,2,5,2,0,0,Bed & Breakfast,GBR,United Kingdom,0,0,0,Contract,47.25
Resort Hotel,0,2015,July,6,3,5,2,0,0,Half Board,PRT,Portugal,0,0,0,Transient,151
Resort Hotel,1,2015,July,6,3,7,2,0,0,Bed & Breakfast,PRT,Portugal,0,0,0,Transient,87.3
Resort Hotel,0,2015,July,6,3,7,2,0,0,Bed & Breakfast,GBR,United Kingdom,0,0,0,Transient,120.6
Resort Hotel,0,2015,July,6,3,7,2,0,0,Bed & Breakfast,GBR,United Kingdom,0,0,0,Transient,63.86
Resort Hotel,0,2015,July,6,3,7,2,0,0,Half Board,PRT,Portugal,0,0,0,Transient,157.1
Resort Hotel,0,2015,July,6,3,7,2,0,0,Half Board,GBR,United Kingdom,0,0,0,Contract,91.37
Resort Hotel,0,2015,July,6,3,8,1,0,0,Bed & Breakfast,FRA,France,0,0,0,Transient,73
Resort Hotel,0,2015,July,6,4,10,2,0,0,Bed & Breakfast,ITA,Italy,0,0,0,Contract,110.7
Resort Hotel,0,2015,July,6,4,10,2,0,0,Bed & Breakfast,GBR,United Kingdom,0,0,0,Contract,93.6
Resort Hotel,0,2015,July,6,2,5,2,0,0,Bed & Breakfast,PRT,Portugal,0,0,0,Transient,83.5
Resort Hotel,1,2015,July,7,0,2,2,0,0,Bed & Breakfast,PRT,Portugal,0,0,0,Transient,73.8
Resort Hotel,0,2015,July,7,0,3,2,0,0,Bed & Breakfast,ESP,Spain,0,0,0,Transient,82
Resort Hotel,0,2015,July,7,0,3,2,1,0,Half Board,PRT,Portugal,0,0,0,Transient,185.5
Resort Hotel,0,2015,July,7,0,0,2,0,0,Bed & Breakfast,PRT,Portugal,0,0,0,Transient,0
Resort Hotel,0,2015,July,7,0,0,2,0,0,Bed & Breakfast,PRT,Portugal,0,0,0,Transient,0
Resort Hotel,0,2015,July,7,0,1,1,0,0,Bed & Breakfast,GBR,United Kingdom,0,0,0,Transient,109.8
Resort Hotel,0,2015,July,7,0,1,3,0,0,Half Board,PRT,Portugal,0,0,0,Transient,195
Resort Hotel,0,2015,July,7,0,1,1,0,0,Bed & Breakfast,GBR,United Kingdom,0,0,0,Transient,109.8
Resort Hotel,0,2015,July,7,0,4,3,2,0,Bed & Breakfast,ESP,Spain,0,0,0,Transient,193
Resort Hotel,0,2015,July,7,0,4,2,0,0,Bed & Breakfast,PRT,Portugal,0,0,0,Transient,97
Resort Hotel,0,2015,July,7,0,4,3,0,0,Half Board,USA,United States,0,0,0,Transient,150
Resort Hotel,0,2015,July,7,0,4,2,0,0,Bed & Breakfast,NLD,Netherlands,0,0,0,Transient,98
Resort Hotel,1,2015,July,7,0,5,2,0,0,Half Board,PRT,Portugal,0,0,0,Transient,91.5
Resort Hotel,1,2015,July,7,2,5,2,0,0,Half Board,PRT,Portugal,0,0,0,Transient,139
Resort Hotel,0,2015,July,7,2,5,2,0,0,Bed & Breakfast,IRL,Ireland,0,0,0,Transient,79.5
Resort Hotel,1,2015,July,7,2,5,2,0,0,Bed & Breakfast,PRT,Portugal,0,0,0,Contract,47.25
Resort Hotel,0,2015,July,7,4,10,2,0,0,Half Board,IRL,Ireland,0,0,0,Contract,126.65
Resort Hotel,0,2015,July,8,0,3,2,0,0,Bed & Breakfast,GBR,United Kingdom,0,0,0,Transient,107
Resort Hotel,0,2015,July,8,0,4,2,0,0,Bed & Breakfast,PRT,Portugal,0,0,0,Transient,131
Resort Hotel,0,2015,July,8,0,4,2,0,0,Bed & Breakfast,ESP,Spain,0,0,0,Transient,131
Resort Hotel,1,2015,July,8,0,4,2,0,0,Bed & Breakfast,PRT,Portugal,0,0,0,Transient,123
Resort Hotel,0,2015,July,8,0,4,2,0,0,Bed & Breakfast,ESP,Spain,0,0,0,Transient,146
Resort Hotel,0,2015,July,8,0,4,2,0,0,Bed & Breakfast,PRT,Portugal,0,0,0,Transient,110.7
Resort Hotel,1,2015,July,8,0,4,2,0,0,Bed & Breakfast,PRT,Portugal,0,0,0,Transient,73.8
Resort Hotel,0,2015,July,8,0,1,1,0,0,Bed & Breakfast,PRT,Portugal,0,0,0,Transient,61
Resort Hotel,1,2015,July,8,0,1,2,0,0,Bed & Breakfast,PRT,Portugal,0,0,0,Transient,104.72
Resort Hotel,1,2015,July,8,0,1,2,0,0,Bed & Breakfast,PRT,Portugal,0,0,0,Transient,104.72
Resort Hotel,0,2015,July,8,0,2,2,0,0,Bed & Breakfast,CHE,Switzerland,0,0,0,Transient,104.72
Resort Hotel,1,2015,July,8,1,4,2,0,0,Bed & Breakfast,PRT,Portugal,0,0,0,Transient,66.42
Resort Hotel,0,2015,July,8,2,4,2,0,0,Bed & Breakfast,PRT,Portugal,0,0,0,Transient,77.96
Resort Hotel,1,2015,July,8,2,5,2,1,0,Half Board,PRT,Portugal,0,0,0,Contract,112
Resort Hotel,0,2015,July,8,2,5,2,0,0,Bed & Breakfast,GBR,United Kingdom,0,0,0,Transient,107
Resort Hotel,0,2015,July,8,2,5,2,0,0,Half Board,GBR,United Kingdom,0,0,0,Contract,89.68
Resort Hotel,0,2015,July,8,2,5,2,0,0,Half Board,PRT,Portugal,0,0,0,Transient,155
Resort Hotel,0,2015,July,8,2,6,3,0,0,Bed & Breakfast,IRL,Ireland,0,0,0,Transient,112
Resort Hotel,0,2015,July,8,2,7,3,0,0,Bed & Breakfast,DNK,Denmark,0,0,0,Transient-Party,130.1
Resort Hotel,0,2015,July,8,2,7,2,0,0,Bed & Breakfast,DNK,Denmark,0,0,0,Transient-Party,100.1
Resort Hotel,0,2015,July,9,0,1,2,2,0,Bed & Breakfast,PRT,Portugal,0,0,0,Transient,123
Resort Hotel,0,2015,July,9,0,2,3,0,0,Bed & Breakfast,ARG,Argentina,0,0,0,Transient,124
Resort Hotel,0,2015,July,9,0,2,2,2,0,Bed & Breakfast,PRT,Portugal,0,0,0,Transient,146
Resort Hotel,1,2015,July,9,0,3,2,0,0,Bed & Breakfast,PRT,Portugal,0,0,0,Transient,97
Resort Hotel,1,2015,July,9,0,3,2,2,0,Bed & Breakfast,PRT,Portugal,0,0,0,Transient,123
Resort Hotel,1,2015,July,9,0,3,2,2,0,Bed & Breakfast,PRT,Portugal,0,0,0,Transient,153
Resort Hotel,0,2015,July,9,0,3,2,0,1,Bed & Breakfast,PRT,Portugal,0,0,0,Transient,82
